id,name,url,cuisines,description,rating,status,phone,address,latitude,longitude,price,categories,reviewCount,page
"qué-chulada-mexican-restaurant-san-francisco","Qué Chulada Mexican Restaurant","https://www.yelp.com/biz/qu%C3%A9-chulada-mexican-restaurant-san-francisco","mexican","QUÉ CHULADA MEXICAN RESTAURANT - - 5850 Geary Blvd, San Francisco, CA 94121","4.5","open","(415) 702-6433","5850 Geary Blvd, San Francisco, CA, 94121","37.7804597","-122.48238","","Mexican","177","8"
"j-and-ds-bbq-san-francisco","J&D's BBQ","https://www.yelp.com/biz/j-and-ds-bbq-san-francisco","","J&D'S BBQ - - San Francisco, CA 94124","4","open","(925) 597-9642","San Francisco, CA, 94124","37.7304167","-122.384425","","","38","8"
"brisbane-lunch-truck-brisbane","Brisbane Lunch Truck","https://www.yelp.com/biz/brisbane-lunch-truck-brisbane","sandwiches; comfort_food; coffee_roasteries; wholesale_stores","BRISBANE LUNCH TRUCK - - 3501 Bayshore Blvd, Brisbane, CA 94005","4.7","open","(415) 660-6320","3501 Bayshore Blvd, Brisbane, CA, 94005","37.6852672","-122.3975662","$$","Sandwiches; Comfort Food; Coffee Roasteries; Wholesale Stores","192","8"
"wicked-star-san-francisco","Wicked Star","https://www.yelp.com/biz/wicked-star-san-francisco","thai; vietnamese","WICKED STAR - - 601 Mission Bay Blvd N, San Francisco, CA 94158","3.4","open","(415) 800-4620","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.770882","-122.393249","$$","Thai; Vietnamese","131","8"
"al-carajo-san-francisco","Al Carajo","https://www.yelp.com/biz/al-carajo-san-francisco","mexican","AL CARAJO - - 3224 1/2 22nd St, San Francisco, CA 94110","4.7","open","(415) 400-4146","3224 1/2 22nd St, San Francisco, CA, 94110","37.75558552264688","-122.41941679531011","$$","Mexican","373","8"
"off-the-grid-sfo-san-francisco","Off the Grid: SFO","https://www.yelp.com/biz/off-the-grid-sfo-san-francisco","food_court","OFF THE GRID: SFO - - 2 Marina Blvd, Bldg C 362, San Francisco, CA 94128","4","offline","(415) 339-5888","2 Marina Blvd
Bldg C 362, San Francisco, CA, 94128","37.8067224","-122.4313474","$$","Food Court","6","8"
"annakoot-san-francisco-2","Annakoot","https://www.yelp.com/biz/annakoot-san-francisco-2","indian","Delivery & Pickup Options - 109 reviews and 48 photos of ANNAKOOT ""My husband and I found ourselves starving in Golden Gate Park. We've both had disappointing experiences with the food in the cafes in the Academy of Science and other similar cafes, so rather than check out the cafe in DeYoung we wer","2.8","open","(510) 848-7684","San Francisco, CA, 94102","37.76937","-122.486192","$","Indian","109","8"
"tahona-mercado-san-francisco-2","Tahona Mercado","https://www.yelp.com/biz/tahona-mercado-san-francisco-2","beer_wine_and_spirits; mexican; cafes","TAHONA MERCADO - - 1168 Leavenworth St, San Francisco, CA 94109","4.8","open","(415) 775-9812","1168 Leavenworth St, San Francisco, CA, 94109","37.7920865","-122.4157339","","Beer, Wine & Spirits; Mexican; Cafes","119","8"
"el-gran-taco-loco-san-francisco-3","El Gran Taco Loco","https://www.yelp.com/biz/el-gran-taco-loco-san-francisco-3","mexican; tacos","EL GRAN TACO LOCO - - 600 Monterey Blvd, San Francisco, CA 94127","4.2","open","(415) 937-3540","600 Monterey Blvd, San Francisco, CA, 94127","37.73172274196955","-122.4489628501593","","Mexican; Tacos","9","8"
"kravins-food-truck-tempe","Kravins Food Truck","https://www.yelp.com/biz/kravins-food-truck-tempe","barbeque; soul_food","KRAVINS FOOD TRUCK - - Tempe, AZ 85287","5","open","(480) 442-3673","Tempe, AZ, 85287","37.775123","-122.41932","","Barbeque; Soul Food","2","9"
"vostok-san-francisco","Vostok","https://www.yelp.com/biz/vostok-san-francisco","halal; mediterranean","VOSTOK - - 98 Franklin St, San Francisco, CA 94102","5","open","(415) 850-2171","98 Franklin St, San Francisco, CA, 94102","37.7750809","-122.420623","","Halal; Mediterranean","1","9"
"dinosaurs-san-francisco-5","Dinosaurs","https://www.yelp.com/biz/dinosaurs-san-francisco-5","vietnamese; sandwiches","DINOSAURS - - 2275 Market St, San Francisco, CA 94114","4.2","open","(415) 503-1421","2275 Market St, San Francisco, CA, 94114","37.764452","-122.431978","$$","Vietnamese; Sandwiches","","9"
"russ-fam-kitchen-daly-city-2","Russ Fam Kitchen","https://www.yelp.com/biz/russ-fam-kitchen-daly-city-2","mexican; filipino; asian_fusion","RUSS FAM KITCHEN - - 1216 Hillside Blvd, Daly City, CA 94014","4.4","open","(510) 691-3658","1216 Hillside Blvd, Daly City, CA, 94014","37.68586028516656","-122.4597330026546","$$","Mexican; Filipino; Asian Fusion","185","9"
"brazuca-grill-san-francisco-2","Brazuca Grill","https://www.yelp.com/biz/brazuca-grill-san-francisco-2","brazilian; acai_bowls","BRAZUCA GRILL - - 998 Indiana St, San Francisco, CA 94107","4.6","offline","(650) 430-5910","San Francisco, CA, 94107","37.706368356809776","-122.51781463623047","$$","Brazilian; Acai Bowls","48","9"
"nimet-doner-san-bruno-2","Nimet Doner","https://www.yelp.com/biz/nimet-doner-san-bruno-2","sandwiches; turkish","NIMET DONER - - 751 Camino Plz, San Bruno , CA 94066","4.5","open","(415) 613-6918","751 Camino Plz, San Bruno, CA, 94066","37.62835172434099","-122.4170104152156","$$","Sandwiches; Turkish","46","9"
"hibachi-truck-daly-city","Hibachi Truck","https://www.yelp.com/biz/hibachi-truck-daly-city","japanese; steakhouses","HIBACHI TRUCK - - 7499 El Camino Real, 7499 EL CAMINO REAL, Daly City, CA 94014","3.9","open","(650) 302-3849","7499 El Camino Real
7499 EL CAMINO REAL, Daly City, CA, 94014","37.68848976933399","-122.46554148465808","","Japanese; Steakhouses","66","9"
"lady-m-cake-boutique-san-francisco","Lady M Cake Boutique","https://www.yelp.com/biz/lady-m-cake-boutique-san-francisco","desserts; custom_cakes","LADY M CAKE BOUTIQUE - - 201 Steuart St, San Francisco, CA 94105","3.9","open","(212) 452-2222","201 Steuart St, San Francisco, CA, 94105","37.79205724417803","-122.391421","","Desserts; Custom Cakes","18","9"
"momo-noodle-san-francisco-9","MOMO Noodle","https://www.yelp.com/biz/momo-noodle-san-francisco-9","noodles; chinese; szechuan","MOMO NOODLE - - 455 Market St, San Francisco, CA 94105","4.1","open","(408) 800-6819","455 Market St, San Francisco, CA, 94105","37.7906525","-122.3983848","$$","Noodles; Chinese; Szechuan","200","9"
"el-perla-negra-san-francisco-2","El Perla Negra","https://www.yelp.com/biz/el-perla-negra-san-francisco-2","mexican","EL PERLA NEGRA - - Baker Street And Grove St, San Francisco, CA 94117","5","open","(415) 666-5742","Baker Street And Grove St, San Francisco, CA, 94117","37.769749","-122.448227","$","Mexican","1","9"
"tacolicious-san-francisco","Tacolicious","https://www.yelp.com/biz/tacolicious-san-francisco","nightlife; bars; mexican; cocktail_bars; tacos","TACOLICIOUS - - 2250 Chestnut St, San Francisco, CA 94123","3.7","open","","2250 Chestnut St, San Francisco, CA, 94123","37.8004125","-122.4404725","$$","Nightlife; Bars; Mexican; Cocktail Bars; Tacos","","10"
"underdogs-tres-san-francisco","Underdogs Tres","https://www.yelp.com/biz/underdogs-tres-san-francisco","nightlife; bars; mexican; sports_bars","UNDERDOGS TRES - - 1224 9th Ave, San Francisco, CA 94122","4","open","(415) 566-8700","1224 9th Ave, San Francisco, CA, 94122","37.7653951","-122.4663131","$$","Nightlife; Bars; Mexican; Sports Bars","","10"
"the-bartender-truck-san-francisco-4","The Bartender Truck","https://www.yelp.com/biz/the-bartender-truck-san-francisco-4","bartenders; party_and_event_planning","THE BARTENDER TRUCK - - San Francisco, CA 94121","5","open","(800) 601-0634","San Francisco, CA, 94121","38.212299","-122.68322699999999","","Bartenders; Party & Event Planning","13","10"
"presidio-pop-up-san-francisco","Presidio Pop Up","https://www.yelp.com/biz/presidio-pop-up-san-francisco","","PRESIDIO POP UP - - 103 Montgomery St, San Francisco, CA 94129","2.5","offline","(415) 561-5300","103 Montgomery St, San Francisco, CA, 94129","37.8008983","-122.4589757","","","2","10"
"street-taco-san-francisco","Street Taco","https://www.yelp.com/biz/street-taco-san-francisco","mexican","STREET TACO - - 1607 Haight St, San Francisco, CA 94117","4.1","open","(415) 525-4435","1607 Haight St, San Francisco, CA, 94117","37.7696105177356","-122.448901621221","$$","Mexican","798","10"
"lulus-house-of-treats-san-francisco-3","Lulu's House of Treats","https://www.yelp.com/biz/lulus-house-of-treats-san-francisco-3","pancakes; do_it_yourself_food; breakfast_and_brunch","Specialties: Bay Area Luxury Mobile Snack Cart","","open","(415) 871-8271","1901 Market St, San Francisco, CA, 94115","37.770504813441825","-122.42506956800892","","Pancakes; Do-It-Yourself Food; Breakfast & Brunch","","10"
"da-poke-man-san-francisco-4","Da Poke-Man","https://www.yelp.com/biz/da-poke-man-san-francisco-4","poke; hawaiian","DA POKE-MAN - - 24 Willie Mays Plz, San Francisco, CA 94107","4.5","open","(510) 789-9447","24 Willie Mays Plz, San Francisco, CA, 94107","37.7784199","-122.3906212","$$","Poke; Hawaiian","57","10"
"soul-trucks-lv-san-francisco","Soul Trucks LV","https://www.yelp.com/biz/soul-trucks-lv-san-francisco","","SOUL TRUCKS LV in San Francisco, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what’s great and not so great in San Francisco and beyond.","","open","(833) 768-5858","San Francisco, CA, 94103","37.775123","-122.41932","","","","10"
"koja-kitchen-truck-emeryville","Koja Kitchen Truck","https://www.yelp.com/biz/koja-kitchen-truck-emeryville","","KOJA KITCHEN TRUCK - - Emeryville, CA 94608","4.6","offline","(510) 328-3799","Emeryville, CA, 94608","37.8436826","-122.2914967","$$","","36","10"
"atomix-breakfast-bar-san-francisco","AtoMix Breakfast Bar","https://www.yelp.com/biz/atomix-breakfast-bar-san-francisco","coffee_and_tea; breakfast_and_brunch","ATOMIX BREAKFAST BAR - - 25 Mason St, San Francisco, CA 94102","5","open","(701) 570-6504","25 Mason St, San Francisco, CA, 94102","37.783536","-122.4094065","","Coffee & Tea; Breakfast & Brunch","1","10"
